0,1072.268623
10,1048.274773
20,1012.126474
30,940.0085106
40,864.0370362
50,844.1516451
60,792.040403
70,768.6663776
80,768.0416655
90,776.2576892
100,788.1624198
110,836.3444267
120,828.6181268
130,940.0085106
140,968
150,1008.031746
160,1048.12213
170,1096.262742
180,1100.356306
190,1096.729684
200,1072.746009
210,1068.606569
220,1050.470371
230,983.5934119
240,952.4536734
250,919.147431
260,903.5485598
270,879.6453831
280,873.7413805
290,880.8178018
300,892.7530454
310,920.2173656
320,939.7616719
330,983.5934119
340,1007.507816
350,1059.025968
360,1093.647109
370,1100.727032
380,1117.611739
390,1076.118953
400,1060.482909
410,1016.070864
420,956.1338818
430,900.0088888
440,868.0829453
450,840.1523671
460,808.089104
470,780.0102563
480,776.0103092
490,788.0101522
500,804
510,832.086534
520,912
530,936.0341874
540,988.0728718
550,1008.071426
560,1052.121666
570,1080.47397
580,1100.465356
590,1084.892621
600,1065.082156
610,1040.930353
620,1048.778337
630,981.1095759
640,933.9293335
650,910.4284706
660,895.5802588
670,880.8178018
680,860.5114758
690,868.8843421
700,909.9626366
710,939.4125824
720,948.0928225
730,1007.507816
740,1049.495117
750,1069.915885
760,1068.606569
770,1085.06221
780,1096.591081
790,1068.479293
800,1048.274773
810,1016.196831
820,984.8126725
830,928.077583
840,864.3332691
850,816.2450612
860,800.039999
870,788.0913653
880,780.0102563
890,788.0913653
900,816.0392147
910,848
