(1008,216,-48)
(1000,248,-16)
(988,244,8)
(1008,204,-48)
(1004,216,-36)
(1008,220,-32)
(1008,208,-44)
(1008,344,44)
(992,220,-24)
(1008,220,-8)
(996,228,-28)
(1004,212,-44)
(1000,208,-64)
(1016,212,-36)
(1012,216,-32)
(1004,204,-20)
(1016,208,-32)
(1016,192,-20)
(1004,208,-60)
(1008,232,-8)
(956,288,-44)
(1016,272,-36)
(1008,212,-32)
(996,216,-4)
(968,256,128)
(936,188,84)
(856,288,164)
(624,920,124)
(688,676,12)
(812,736,-132)
(944,596,-200)
(1064,536,-380)
(1048,592,-192)
(964,732,-116)
(1068,856,-184)
(656,852,188)
(920,704,-148)
(884,848,100)
(888,744,-20)
(824,700,48)
(784,604,-112)
(820,604,-124)
(784,544,-24)
(684,500,-276)
(792,516,-360)
(692,480,-116)
(724,512,-140)
(764,596,-236)
(832,644,-172)
(876,648,-164)
(908,696,-144)
(888,780,-92)
(936,720,-144)
(992,748,-116)
(1012,720,-120)
(940,800,248)
(964,796,28)
(916,736,28)
(844,824,104)
(768,676,-112)
(824,684,-120)
(760,656,-84)
(756,576,-116)
(780,560,-208)
(776,608,-80)
(792,668,-128)
(812,680,-156)
(848,676,-236)
(868,728,-200)
(936,740,-184)
(1008,736,-172)
(952,820,-212)
(968,744,-196)
(936,744,-76)
(900,828,-104)
(856,684,144)
(844,656,28)
(800,656,256)
(808,596,28)
(740,576,-212)
(748,524,-144)
(632,552,-8)
(780,344,-88)
(696,380,-288)
(752,576,-92)
(808,636,-288)
(856,620,-300)
(872,696,-196)
(916,680,-160)
(928,736,-180)
(908,768,-64)
(980,808,-144)
(936,828,-40)
(952,740,-8)
(868,840,220)
(860,676,-36)
(812,748,92)
(792,696,16)
(732,620,-76)
(756,608,-40)
(696,572,-180)
(788,600,-228)
(792,656,-132)
(812,664,-160)
(848,684,-196)
(872,696,-120)
(900,768,-120)
(992,700,-300)
(948,708,-148)
(904,716,-156)
(996,720,-92)
(1000,592,-276)
(800,708,436)
(892,564,-164)
(744,620,104)
(744,564,180)
(744,644,0)
(684,476,-232)
(724,500,-84)
(848,632,-12)
(792,576,-424)
(804,512,-272)
(772,560,-200)
(852,688,-228)
(908,664,-168)
(920,724,-172)
(944,728,-180)
(944,736,-172)
(960,768,-64)
(948,784,-92)
(788,664,-264)
(936,796,4)
(916,756,48)
(792,748,80)
(776,684,48)
(748,664,-48)
(828,728,-96)
(748,636,-128)
(736,684,-164)
(860,644,-244)
(880,744,-164)
(844,684,-208)
(856,768,-96)
(924,676,-108)
(948,748,-200)
(952,728,-160)
(936,736,-164)
(952,744,-164)
(936,712,-220)
(888,848,-100)
(888,700,8)
(760,600,256)
(800,596,172)
(720,644,72)
(724,588,-132)
(764,488,-192)
(752,536,-132)
(692,584,0)
(812,584,-320)
(828,632,-84)
(848,668,-72)
(888,672,-152)
(884,716,-224)
(932,728,-188)
(940,732,-184)
(932,744,-188)
(940,808,-184)
(880,716,-108)
(896,804,20)
(780,752,184)
(832,712,48)
(760,700,196)
(760,688,104)
(680,576,-136)
(768,640,-32)
(812,664,-92)
(744,732,-128)
(836,556,-188)
(872,756,-216)
(924,864,-252)
(852,732,-228)
(920,756,-160)
(924,712,-176)
(924,724,-168)
(904,664,-232)
(932,660,-220)
(892,728,-88)
(808,632,260)
(1112,580,-296)
(808,524,52)
(720,524,152)
(680,636,112)
(728,560,-128)
(704,516,-244)
(804,596,68)
(824,656,-320)
(800,604,-336)
(820,656,-76)
(880,652,-200)
(908,700,-152)
(904,708,-168)
(920,720,-164)
(932,748,-180)
(920,744,-184)
(896,752,-116)
(816,688,-108)
(756,900,228)
(-140,2040,-216)
(876,-144,-1760)
(1432,-1056,-1020)
(1104,176,-324)
(732,1016,388)
(744,944,616)
(820,556,140)
(880,464,628)
(748,12,732)
(948,284,40)
(644,532,164)
(852,556,-108)
(884,380,0)
(940,332,-68)
(1356,28,-556)
(896,328,-84)
(1012,532,88)
(952,388,64)
